id,type,domain,enabled,date_added,date_modified,comment
38,0,p.typekit.net,0,1589164525,1596806446,"Migrated from /etc/pihole/whitelist.txt"
39,0,e.crashlytics.com,0,1589164525,1596806283,"Migrated from /etc/pihole/whitelist.txt"
40,0,tracking.deepsearch.adlucent.com,0,1589164525,1596806285,"Migrated from /etc/pihole/whitelist.txt"
41,0,148.xg4ken.com,0,1589164525,1596806291,"Migrated from /etc/pihole/whitelist.txt"
42,0,link.p0.com,0,1589164525,1596806291,"Migrated from /etc/pihole/whitelist.txt"
43,0,www.jdoqocy.com,0,1589164525,1596806294,"Migrated from /etc/pihole/whitelist.txt"
46,0,www.tkqlhce.com,0,1589164525,1596806298,"Migrated from /etc/pihole/whitelist.txt"
47,0,po.st,0,1589164525,1596806299,"Migrated from /etc/pihole/whitelist.txt"
49,0,dev.appboy.com,0,1589164525,1596806301,"Migrated from /etc/pihole/whitelist.txt"
50,0,pixel.everesttech.net,0,1589164525,1596806302,"Migrated from /etc/pihole/whitelist.txt"
51,0,t.appsflyer.com,0,1589164525,1596806305,"Migrated from /etc/pihole/whitelist.txt"
52,0,www.mnbasd77.com,0,1589164525,1596806305,"Migrated from /etc/pihole/whitelist.txt"
53,0,s.youtube.com,0,1589164525,1596806951,"Migrated from /etc/pihole/whitelist.txt"
54,0,cl.exct.net,0,1589164525,1596806319,"Migrated from /etc/pihole/whitelist.txt"
55,0,sr.rlcdn.com,0,1589164525,1596806318,"Migrated from /etc/pihole/whitelist.txt"
56,0,epidm.edgesuite.net,0,1589164525,1596806317,"Migrated from /etc/pihole/whitelist.txt"
58,0,www.anrdoezrs.net,0,1589164525,1596806315,"Migrated from /etc/pihole/whitelist.txt"
59,0,network.bazaarvoice.com,0,1589164525,1596806313,"Migrated from /etc/pihole/whitelist.txt"
60,0,bizsolutions.strands.com,0,1589164525,1596806315,"Migrated from /etc/pihole/whitelist.txt"
61,0,tracker.marinsm.com,0,1589164525,1596806322,"Migrated from /etc/pihole/whitelist.txt"
62,0,c.apple.com,0,1589164525,1596806462,"Migrated from /etc/pihole/whitelist.txt"
64,0,beam.hlserve.com,0,1589164525,1596806454,"Migrated from /etc/pihole/whitelist.txt"
65,0,ib.adnxs.com,0,1589164525,1596806346,"Migrated from /etc/pihole/whitelist.txt"
66,0,dis.criteo.com,0,1589164525,1596806453,"Migrated from /etc/pihole/whitelist.txt"
67,0,static.adsafeprotected.com,0,1589164525,1596806331,"Migrated from /etc/pihole/whitelist.txt"
68,0,z.moatads.com,0,1589164525,1596806344,"Migrated from /etc/pihole/whitelist.txt"
69,0,tpc.googlesyndication.com,0,1589164525,1596806342,"Migrated from /etc/pihole/whitelist.txt"
70,0,secure-assets.rubiconproject.com,0,1589164525,1596806452,"Migrated from /etc/pihole/whitelist.txt"
71,0,dt.adsafeprotected.com,0,1589164525,1596806341,"Migrated from /etc/pihole/whitelist.txt"
72,0,pubads.g.doubleclick.net,0,1589164525,1596806349,"Migrated from /etc/pihole/whitelist.txt"
73,0,beacon.walmart.com,0,1589164525,1596806460,"Migrated from /etc/pihole/whitelist.txt"
74,0,www.googletagservices.com,0,1589164525,1596806352,"Migrated from /etc/pihole/whitelist.txt"
75,0,gum.criteo.com,0,1589164525,1596806361,"Migrated from /etc/pihole/whitelist.txt"
76,0,www.googletagmanager.com,0,1589164525,1596806353,"Migrated from /etc/pihole/whitelist.txt"
77,0,adclick.g.doubleclick.net,0,1589164525,1596806355,"Migrated from /etc/pihole/whitelist.txt"
78,0,bat.bing.com,0,1589164525,1596806356,"Migrated from /etc/pihole/whitelist.txt"
79,0,static.ads-twitter.com,0,1589164525,1596806358,"Migrated from /etc/pihole/whitelist.txt"
80,0,aa.agkn.com,0,1589164525,1596806358,"Migrated from /etc/pihole/whitelist.txt"
81,0,s0.2mdn.net,0,1589164525,1596806359,"Migrated from /etc/pihole/whitelist.txt"
82,0,static.criteo.net,0,1589164525,1596806368,"Migrated from /etc/pihole/whitelist.txt"
83,0,sync.mathtag.com,0,1589164525,1596806367,"Migrated from /etc/pihole/whitelist.txt"
84,0,secure.adnxs.com,0,1589164525,1596806366,"Migrated from /etc/pihole/whitelist.txt"
85,0,bid.g.doubleclick.net,0,1589164525,1596806367,"Migrated from /etc/pihole/whitelist.txt"
86,0,sslwidget.criteo.com,0,1589164525,1596806369,"Migrated from /etc/pihole/whitelist.txt"
87,0,aax-us-east.amazon-adsystem.com,0,1589164525,1596806374,"Migrated from /etc/pihole/whitelist.txt"
88,0,fls-na.amazon.com,0,1589164525,1596806374,"Migrated from /etc/pihole/whitelist.txt"
89,0,s.amazon-adsystem.com,0,1589164525,1596806375,"Migrated from /etc/pihole/whitelist.txt"
90,0,aan.amazon.com,0,1589164525,1596806376,"Migrated from /etc/pihole/whitelist.txt"
92,0,api.branch.io,0,1589164525,1596806379,"Migrated from /etc/pihole/whitelist.txt"
93,0,pixel.quantserve.com,0,1589164525,1596806380,"Migrated from /etc/pihole/whitelist.txt"
94,0,data.flurry.com,0,1589164525,1596806381,"Migrated from /etc/pihole/whitelist.txt"
95,0,www.kqzyfj.com,0,1589164525,1596806382,"Migrated from /etc/pihole/whitelist.txt"
97,0,d.btttag.com,0,1589164525,1596806383,"Migrated from /etc/pihole/whitelist.txt"
98,0,static.hotjar.com,0,1589164525,1596806385,"Migrated from /etc/pihole/whitelist.txt"
99,0,heapanalytics.com,0,1589164525,1596806385,"Migrated from /etc/pihole/whitelist.txt"
100,0,dev.visualwebsiteoptimizer.com,0,1589164525,1596806386,"Migrated from /etc/pihole/whitelist.txt"
101,0,service.maxymiser.net,0,1589164525,1596806387,"Migrated from /etc/pihole/whitelist.txt"
102,0,secure-ds.serving-sys.com,0,1589164525,1596806391,"Migrated from /etc/pihole/whitelist.txt"
103,0,click.icptrack.com,0,1589164525,1596806391,"Migrated from /etc/pihole/whitelist.txt"
104,0,apiservices.krxd.net,0,1589164525,1596806392,"Migrated from /etc/pihole/whitelist.txt"
105,0,smetrics.bestbuy.com,0,1589164525,1596806392,"Migrated from /etc/pihole/whitelist.txt"
107,0,t.paypal.com,0,1589164525,1596806395,"Migrated from /etc/pihole/whitelist.txt"
108,0,citi.bridgetrack.com,0,1589164525,1596806396,"Migrated from /etc/pihole/whitelist.txt"
109,0,a.applovin.com,0,1589164525,1596806397,"Migrated from /etc/pihole/whitelist.txt"
110,0,pdn.applovin.com,0,1589164525,1596806397,"Migrated from /etc/pihole/whitelist.txt"
111,0,assets.applovin.com,0,1589164525,1596806398,"Migrated from /etc/pihole/whitelist.txt"
112,0,res1.applovin.com,0,1589164525,1596806400,"Migrated from /etc/pihole/whitelist.txt"
113,0,d.applovin.com,0,1589164525,1596806401,"Migrated from /etc/pihole/whitelist.txt"
114,0,prod-a.applovin.com,0,1589164525,1596806401,"Migrated from /etc/pihole/whitelist.txt"
115,0,svastx.moatads.com,0,1589164525,1596806403,"Migrated from /etc/pihole/whitelist.txt"
116,0,rpc-php.trafficfactory.biz,0,1589164525,1596806403,"Migrated from /etc/pihole/whitelist.txt"
117,0,cdnegc.trafficfactory.biz,0,1589164525,1596806404,"Migrated from /etc/pihole/whitelist.txt"
118,0,servedby.flashtalking.com,0,1589164525,1596806405,"Migrated from /etc/pihole/whitelist.txt"
119,0,tags.bluekai.com,0,1589164525,1596806405,"Migrated from /etc/pihole/whitelist.txt"
120,0,app.icontact.com,0,1589164525,1596806406,"Migrated from /etc/pihole/whitelist.txt"
121,0,mpsnare.iesnare.com,0,1589164525,1596806406,"Migrated from /etc/pihole/whitelist.txt"
122,0,device-metrics-us.amazon.com,0,1589164525,1596806408,"Migrated from /etc/pihole/whitelist.txt"
123,0,telemetry.malwarebytes.com,0,1589164525,1596806409,"Migrated from /etc/pihole/whitelist.txt"
124,0,cj.mplxtms.com,0,1589164525,1596806410,"Migrated from /etc/pihole/whitelist.txt"
125,0,www.avantlink.com,0,1589164525,1596806411,"Migrated from /etc/pihole/whitelist.txt"
127,0,citizens.inq.com,0,1589164525,1596806412,"Migrated from /etc/pihole/whitelist.txt"
128,0,nexus.ensighten.com,1,1589164525,1596816915,"Migrated from /etc/pihole/whitelist.txt"
129,0,api.secondstreetapp.com,0,1589164525,1596806413,"Migrated from /etc/pihole/whitelist.txt"
130,0,mps.nbcuni.com,0,1589164525,1596806414,"Migrated from /etc/pihole/whitelist.txt"
131,0,jssdkcdns.mparticle.com,0,1589164525,1596806415,"Migrated from /etc/pihole/whitelist.txt"
132,0,ds.reson8.com,0,1589164525,1596806418,"Migrated from /etc/pihole/whitelist.txt"
133,0,identity.mparticle.com,0,1589164525,1596806418,"Migrated from /etc/pihole/whitelist.txt"
134,0,t.mookie1.com,0,1589293104,1596806419,""
135,0,mobile.eum-appdynamics.com,0,1589293108,1596806420,""
136,0,mobile-collector.newrelic.com,0,1589412572,1596806420,""
137,0,www.nickjr.com,0,1589412625,1596807018,""
138,0,kinesis.us-east-1.amazonaws.com,0,1589412659,1596806424,""
139,0,mtv.hb.omtrdc.net,0,1589412674,1596806425,""
140,0,a-fds.youborafds01.com,0,1589412677,1596806426,""
141,0,links.iterable.com,0,1590521352,1596806428,""
142,3,(\.|^)(\\.|^)bytecdn\\.cn$$,1,1594259807,1598745318,"TikTok Regex"
143,3,(\.|^)(\\.|^)bytedance\\.com$$,1,1594259807,1598745319,"TikTok Regex"
144,3,(\.|^)(\\.|^)bytedance\\.net$$,1,1594259807,1598745319,"TikTok Regex"
145,3,(\.|^)(\\.|^)bytedns\\.net$$,1,1594259807,1598745320,"TikTok Regex"
146,3,(\.|^)(\\.|^)byteicdn\\.com$$,1,1594259807,1598745321,"TikTok Regex"
147,3,(\.|^)(\\.|^)byteimg\\.com$$,1,1594259807,1598745321,"TikTok Regex"
148,3,(\.|^)(\\.|^)byteoversea\\.com$$,1,1594259807,1598745321,"TikTok Regex"
149,3,(\.|^)(\\.|^)byteoversea\\.net$$,1,1594259807,1598745322,"TikTok Regex"
150,3,(\.|^)(\\.|^)bytetcdn\\.com$$,1,1594259807,1598745322,"TikTok Regex"
151,3,(\.|^)(\\.|^)hypstarcdn\\.com$$,1,1594259807,1598745323,"TikTok Regex"
152,3,(\.|^)(\\.|^)ibytedtos\\.com$$,1,1594259807,1598745325,"TikTok Regex"
153,3,(\.|^)(\\.|^)ibyteimg\\.com$$,1,1594259807,1598745326,"TikTok Regex"
154,3,(\.|^)(\\.|^)ipstatp\\.com$$,1,1594259807,1598745326,"TikTok Regex"
155,3,(\.|^)(\\.|^)isnssdk\\.com$$,1,1594259807,1598745327,"TikTok Regex"
156,3,(\.|^)(\\.|^)muscdn\\.com$$,1,1594259807,1598745327,"TikTok Regex"
157,3,(\.|^)(\\.|^)musemuse\\.cn$$,1,1594259807,1598745328,"TikTok Regex"
158,3,(\.|^)(\\.|^)musical\\.ly$$,1,1594259807,1598745328,"TikTok Regex"
159,3,(\.|^)(\\.|^)myqcloud\\.com$$,1,1594259807,1598745329,"TikTok Regex"
160,3,(\.|^)(\\.|^)ovscdns\\.net$$,1,1594259807,1598745329,"TikTok Regex"
161,3,(\.|^)(\\.|^)pstatp\\.com$$,1,1594259807,1598745329,"TikTok Regex"
162,3,(\.|^)(\\.|^)sgpstatp\\.com$$,1,1594259807,1598745334,"TikTok Regex"
163,3,(\.|^)(\\.|^)sgsnssdk\\.com$$,1,1594259807,1598745336,"TikTok Regex"
164,3,(\.|^)(\\.|^)snssdk\\.com$$,1,1594259807,1598745336,"TikTok Regex"
165,3,(\.|^)(\\.|^)tiktok\\.com$$,1,1594259807,1598745338,"TikTok Regex"
166,3,(\.|^)(\\.|^)tiktokcdn\\.com$$,1,1594259807,1598745337,"TikTok Regex"
167,3,(\.|^)(\\.|^)tiktokv\\.com$$,1,1594259807,1598745338,"TikTok Regex"
168,3,(\.|^)(\\.|^)toutiao\\.com$$,1,1594259807,1598745339,"TikTok Regex"
169,3,(\.|^)(\\.|^)worldfcdn\\.com$$,1,1594259807,1598745339,"TikTok Regex"
170,3,(\.|^)(\\.|^)wsdvs\\.com$$,1,1594259807,1598745340,"TikTok Regex"
172,1,jetpack.wordpress.com,1,1596806107,1596806107,""
173,0,f002.backblazeb2.com,1,1597720670,1597720670,"Added from Query Log"
174,2,(\.|^)backblazeb2\.com$,1,1597720733,1597720733,""
177,0,link.square-enix-games.com,0,1597844989,1597845004,"Added from Query Log"
178,0,get.geojs.io,1,1597860923,1597860923,"Added from Query Log"
179,0,assets.adobedtm.com,1,1598282204,1598282204,"Added from Query Log"
180,0,cmp.osano.com,1,1598551226,1598551226,"Added from Query Log"
182,0,app.adjust.com,1,1598912180,1598912180,"Added from Query Log"
183,0,www.googleadservices.com,1,1599946125,1599946125,"Added from Query Log"
185,0,api.leanplum.com,1,1600915042,1600915042,"Added from Query Log"
186,0,clickserve.dartsearch.net,1,1600957682,1600957682,"Added from Query Log"
187,0,ad.doubleclick.net,1,1600957726,1600957726,"Added from Query Log"
188,0,adservice.google.com,1,1600957813,1600957813,"Added from Query Log"
189,0,d.agkn.com,1,1600957827,1600957827,"Added from Query Log"
190,0,pagead46.l.doubleclick.net,1,1600957830,1600957830,"Added from Query Log"
191,0,api.bluecore.com,1,1601582097,1601582097,"Added from Query Log"
192,0,log.pinterest.com,1,1601582113,1601582113,"Added from Query Log"
193,0,scribe.logs.roku.com,1,1606335616,1606335616,"Added from Query Log"
194,0,identity.ads.roku.com,1,1606335713,1606335713,"Added from Query Log"
195,0,liberty.logs.roku.com,1,1606335734,1606335734,"Added from Query Log"
196,0,cartoonnetworknewmedia.hb.omtrdc.net,1,1606335746,1606335746,"Added from Query Log"
197,0,sstats.cartoonnetwork.com,1,1606335811,1606335811,"Added from Query Log"
198,0,js-agent.newrelic.com,1,1607283708,1607283708,"Added from Query Log"
199,0,origin.extole.io,1,1607283710,1607283710,"Added from Query Log"
200,0,tags.tiqcdn.com,1,1607283741,1607283741,"Added from Query Log"
201,0,pagead.l.doubleclick.net,1,1607388802,1607388802,"Added from Query Log"
202,0,googleads.g.doubleclick.net,1,1607388810,1607388810,"Added from Query Log"
203,0,dart.l.doubleclick.net,1,1607388825,1607388825,"Added from Query Log"
204,0,t.myvisualiq.net,1,1607388849,1607388849,"Added from Query Log"
205,0,s.go-mpulse.net,1,1607388866,1607388866,"Added from Query Log"
206,0,elb-aws-va-visualiq-39389596.us-east-1.elb.amazonaws.com,1,1607388878,1607388878,"Added from Query Log"
207,0,click.linksynergy.com,1,1607390654,1607390654,"Added from Query Log"
208,0,dpm.demdex.net,1,1607448869,1607448869,"Added from Query Log"
209,0,js.adsrvr.org,1,1607448873,1607448873,"Added from Query Log"
210,0,kroger.demdex.net,1,1607448876,1607448876,"Added from Query Log"
211,0,p11.techlab-cdn.com,1,1607448880,1607448880,"Added from Query Log"
212,0,cdn.threadloom.com,1,1608161757,1608161757,"Added from Query Log"
213,0,securepubads.g.doubleclick.net,1,1608161761,1608161761,"Added from Query Log"
214,0,kvinit-prod.api.kochava.com,1,1608739618,1608739618,"Added from Query Log"
215,0,cws.conviva.com,1,1608739627,1608739627,"Added from Query Log"
216,0,md-a-c.apptimize.com,1,1608739658,1608739658,"Added from Query Log"
217,0,sessions.bugsnag.com,1,1608739662,1608739662,"Added from Query Log"
218,0,control.kochava.com,1,1608739692,1608739692,"Added from Query Log"
219,0,www.lightboxcdn.com,1,1612723490,1612723490,"Added from Query Log"
220,0,script.crazyegg.com,1,1612723496,1612723496,"Added from Query Log"
221,0,www.dpbolvw.net,1,1613157083,1613157083,"Added from Query Log"
222,0,app-measurement.com,1,1613157151,1613157151,"Added from Query Log"
223,0,cj.dotomi.com,1,1613157168,1613157168,"Added from Query Log"
224,0,events.split.io,1,1613157170,1613157170,"Added from Query Log"
225,0,www.emjcd.com,1,1613157182,1613157182,"Added from Query Log"
226,0,launches.appsflyer.com,1,1613157220,1613157220,"Added from Query Log"
227,0,reports.crashlytics.com,1,1613157234,1613157234,"Added from Query Log"
228,0,conversions.appsflyer.com,1,1613157239,1613157239,"Added from Query Log"
229,0,go.skimresources.com,1,1613157240,1613157240,"Added from Query Log"
230,0,goto-target-com.customtraffic.impactradius.com,1,1613835774,1613835774,"Added from Query Log"
231,0,inapps.appsflyer.com,1,1613835779,1613835779,"Added from Query Log"
232,0,cf.iadsdk.apple.com,1,1613835790,1613835790,"Added from Query Log"
233,0,bitdefender.evyy.net,1,1614268051,1614268051,"Added from Query Log"
